seqName	clade
CP.1.1	22B
CP.1.3	22B
CP.1.2	22B
CP.4	22B
CP.5	22B
CU.1	22B
CP.8	22B
CP.6	22B
CQ.2	22B
CQ.1.1	22B
CR.1	22B
CR.1.1	22B
CR.2	22B
CR.1.3	22B
CS.1	22A
CT.1	22B
CV.1	22D
CV.2	22D
CP.2	22B
CW.1	22E
D.2	20F
DA.1	22B
CY.1	22B
CZ.2	22E
CY.2	22B
CQ.1	22B
DB.1	22B
DF.1	22B
DB.2	22B
DC.1	22A
DF.1.1	22B
DE.2	22B
DE.1	22B
DJ.1	22B
DG.1	22B
DJ.1.1	22B
DJ.1.1.1	22B
DH.1	22B
DK.1	22E
DJ.1.3	22B
DL.1	22B
DJ.1.2	22B
DM.1	22E
DN.1.1.1	22E
DN.1.1	22E
DN.1	22E
DN.2	22E
DN.3	22E
DN.1.1.2	22E
DN.1.1.3	22E
DN.3.1	22E
DN.1.1.4	22E
DP.1	22E
DR.2	22E
DS.1	22D
DQ.1	22B
DR.1	22E
DS.2	22D
DT.1	22E
DT.2	22E
DS.3	22D
DT.3	22E
DU.1	22E
DV.1	23C
DV.1.1	23C
DV.3	23C
DV.6	23C
DV.3.1	23C
DV.4	23C
DV.5	23C
DV.2	23C
DV.6.1	23C
DV.6.2	23C
DV.7.1	23C
DV.7.1.2	23C
DV.7	23C
DV.7.1.4	23C
DV.7.1.3	23C
DV.7.1.1	23C
DV.7.1.5	23C
DV.7.1.6	23C
DV.8	23C
DW.1	22B
DV.7.2	23C
DV.7.1.7	23C
DY.4	22B
DY.2	22B
DY.3	22B
DY.1	22B
DY.1.1	22B
DZ.1	22B
EA.2	22E
EA.1	22E
EB.1	22B
ED.1	22E
EC.1.1	22E
EE.1	22E
ED.2	22E
ED.3	22E
EE.2	22E
EC.1	22E
EE.5	22E
EE.3	22E
EF.1	22E
EE.4	22E
EF.1.3	22E
EF.1.1	22E
EF.1.1.1	22E
EF.1.2	22E
EF.3	22E
EF.2	22E
EG.1	23D
EG.1.1	23D
EG.1.2	23D
EG.1.3	23D
EG.1.4	23D
EG.1.6	23D
EG.1.4.1	23D
EG.1.5	23D
EG.1.7	23D
EG.2	23D
EG.2.5	23D
EG.2.2	23D
EG.2.1	23D
EG.1.8	23D
EG.4	23D
EG.4.5	23D
EG.4.4	23D
EG.4.1	23D
EG.3	23D
EG.4.3	23D
EG.5	23D
EG.5.1	23F
EG.5.1.4	23F
EG.5.1.1	23F
EG.5.1.2	23F
EG.5.1.3	23F
EG.5.1.5	23F
EG.5.1.7	23F
EG.5.1.16	23F
EG.5.1.8	23F
EG.5.1.10	23F
EG.5.1.6	23F
EG.5.1.11	23F
EG.5.1.9	23F
EG.5.1.12	23F
EG.5.1.14	23F
EG.5.1.13	23F
EG.5.1.15	23F
EG.5.1.17	23F
EG.5.1.18	23F
EG.5.1.19	23F
EG.5.2	23D
EG.6	23D
EG.5.2.3	23D
EG.5.2.2	23D
EG.6.1	23D
EG.5.2.4	23D
EG.5.2.1	23D
EG.6.1.1	23D
EG.7	23D
EG.9.1	23D
EG.9	23D
EG.10	23D
EG.10.1	23D
EG.6.1.2	23D
EG.8	23D
EG.11	23D
EG.10.1.1	23D
EG.13	23D
EG.12	23D
EG.14	23D
EH.1	22E
EJ.1	22D
EJ.2	22D
EK.2	23A
EK.2.1	23A
EK.3	23A
EL.1	23A
EK.4	23A
EN.1	22E
EQ.1	22B
EN.1.1	22E
EM.1	23A
EP.2	22D
ET.1	22E
ES.1	22E
ER.1.1	22E
EU.1.1	23A
EU.1	23A
ER.1	22E
EU.1.1.1	23A
EW.1	22E
EU.1.1.2	23A
EV.1	22E
EU.1.1.3	23A
EW.2	22E
FA.1	22E
FA.2	22E
EW.3	22E
EZ.1	22E
EY.1	22E
FB.1	22E
FC.1	22E
FB.2	22E
FD.1	23A
FD.1.1	23A
FD.4	23A
FD.3	23A
FD.4.1	23A
FD.2	23A
FE.1.1.1	22F
FD.5	23A
FD.5.1	23A
FE.1	22F
FE.1.1	22F
FE.1.2	22F
FE.1.1.5	22F
FE.1.1.2	22F
FG.2	23A
FF.1	22E
FG.1	23A
FK.1.2.2	23C
FG.3	23A
FH.1	23A
FJ.1	23C
FK.1	23C
FK.1.2.1	23C
FK.1.1	23C
FK.1.1.2	23C
FK.1.3.2	23C
FK.1.3	23C
FK.1.4.1	23C
FK.1.5	23C
FE.1.1.4	22F
FL.1.5.1	23D
FL.1.1	23D
FL.1	23D
FL.1.2	23D
FL.1.3	23D
FL.1.4	23D
FL.1.5	23D
FL.1.5.2	23D
FL.1.8	23D
FL.2.1	23D
FL.2	23D
FK.1.2	23C
FL.2.2.1	23D
FL.2.2	23D
FL.2.7	23D
FL.2.3	23D
FL.2.4	23D
FL.2.5	23D
FL.2.3.1	23D
FL.2.6	23D
FL.2.7.1	23D
FL.3	23D
FL.3.2	23D
FL.3.1	23D
FL.4.8	23D
FL.3.4	23D
FL.3.3	23D
FL.4	23D
FL.4.1	23D
FL.1.6	23D
FL.4.2	23D
FL.4.1.1	23D
FL.4.5	23D
FL.4.6	23D
FL.4.9	23D
FL.5	23D
FL.4.10	23D
FL.4.11	23D
FL.5.1	23D
FL.10	23D
FL.6	23D
FL.7	23D
FL.8	23D
FL.9	23D
FL.11	23D
FL.10.3	23D
FL.10.1	23D
FL.10.2	23D
FL.13	23D
FL.12	23D
FL.15	23D
FL.4.3	23D
FL.13.3.1	23D
FL.13.4	23D
FL.13.3	23D
FL.13.2	23D
FL.14	23D
FL.13.5	23D
FL.13.4.1	23D
FL.15.2	23D
FL.15.1.1	23D
FL.15.3	23D
FL.15.4	23D
FL.13.1	23D
FL.19	23D
FL.16	23D
FL.17	23D
FL.18	23D
FL.17.2	23D
FL.18.1	23D
FL.20	23D
FL.18.1.1	23D
FL.20.1	23D
FL.21	23D
FL.21.2	23D
FL.21.1	23D
FL.20.2	23D
FL.25	23D
FL.23.1	23D
FL.23	23D
FL.24	23D
FL.23.2.1	23D
FL.24.1	23D
FL.26	23D
FL.26.1	23D
FL.27	23D
FL.28	23D
FL.34	23D
FL.29	23D
FL.30.1	23D
FL.31	23D
FL.33	23D
FL.32.1	23D
FL.31.1	23D
FL.32	23D
FL.33.1	23D
FL.19.1	23D
FL.22	23D
FL.35	23D
FL.35.1	23D
FL.37	23D
FL.36	23D
FN.1	22E
FL.38	23D
FM.1	22E
FL.40	23D
FL.39	23D
FM.2	22E
FQ.1	22E
FP.4	22F
FP.3	22F
FP.2	22F
FP.2.1.1	22F
FP.2.1	22F
FR.1	22D
FR.1.1	22D
FT.1	23A
FR.1.5	22D
FR.1.4	22D
FR.2	22D
FS.1	23C
FT.2	23A
FT.3.1.1	23A
FT.3.1	23A
FT.3	23A
FT.4	23A
FR.1.2	22D
FV.1	21L
FR.1.3	22D
FU.2	23B
FU.2.1	23B
FU.3	23B
FU.1	23B
FU.3.1	23B
FU.4	23B
FU.5	23B
FW.1	22F
FW.1.1	22F
FW.1.1.1	22F
FW.2	22F
FU.1.1.1	23B
FY.1.4	22F
FY.1.1	22F
FY.1.2	22F
FY.1.2.2	22F
FY.1.2.1	22F
FY.1.2.3	22F
FY.1.4.1	22F
FY.2	22F
FY.3	22F
FY.2.1	22F
FY.3.2	22F
FY.3.3	22F
FY.3.1	22F
FY.4	22F
FY.4.1	22F
FY.1	22F
FY.4.1.1	22F
FY.4.1.2	22F
FY.4.2	22F
FY.5.1	22F
FY.5.1.1	22F
FY.5.2	22F
FY.5.4	22F
FY.5.5	22F
FZ.1.1	23A
FY.6	22F
FY.8	22F
FY.7	22F
FY.6.1	22F
FY.8.1	22F
FY.5.5.1	22F
FY.9	22F
FZ.1	23A
FZ.2	23A
GA.1	22F
GA.2	22F
GA.2.1.1	22F
GA.3	22F
GA.4.1.3	22F
FY.5	22F
GA.4	22F
GA.4.1	22F
GA.4.1.2	22F
GA.4.1.1	22F
GA.5	22F
GA.6	22F
GA.4.2	22F
GA.7	22F
GA.8	22F
GA.7.2	22F
GA.7.1	22F
GC.2	23A
FY.8.1.1	22F
GB.1	23A
GA.9	22F
GA.8.1	22F
GB.2	23A
GA.6.1	22F
GC.1	23A
GD.1	23D
GG.1	23A
GD.2	23D
GE.1	23E
GE.1.1	23E
GE.1.2	23E
GE.1.3	23E
GE.1.2.2	23E
GE.1.4	23E
GE.1.2.1	23E
GE.1.6	23E
GE.1.5	23E
GJ.1	23E
GF.1	23A
GJ.1.1	23E
GJ.1.2	23E
GJ.1.2.6	23E
GJ.1.2.1	23E
GJ.1.2.4	23E
GH.1	22F
GJ.1.2.5	23E
GJ.1.2.2	23E
GJ.3	23E
GJ.5	23E
GJ.2	23E
GJ.1.2.8	23E
GJ.6	23E
GJ.5.1	23E
GK.1.4	23G
GJ.1.2.7	23E
GK.1	23G
GK.1.1	23G
GK.1.1.1	23G
GK.1.2	23G
GK.1.2.1	23G
GK.1.6	23G
GK.1.5	23G
GK.1.6.1	23G
GJ.4	23E
GK.2	23G
GK.1.7	23G
GK.1.8	23G
GK.1.9	23G
GK.1.11	23G
GK.1.8.1	23G
GK.1.11.1	23G
GK.1.10.1	23G
GK.1.10	23G
GK.2.2	23G
GK.2.3	23G
GK.2.1.1	23G
GK.2.1	23G
GK.1.3	23G
GK.3	23G
GK.6	23G
GK.3.2	23G
GK.3.1	23G
GK.4	23G
GK.5.1	23G
GK.2.4	23G
GK.7	23G
GK.8.1	23G
GK.10	23G
GM.2	23E
GK.12	23G
GN.1.4	23A
GM.1	23E
GL.3	recombinant
GL.1	recombinant
GN.1	23A
GM.3	23E
GM.3.1	23E
GN.1.3	23A
GN.1.1	23A
GN.3	23A
GN.2	23A
GS.2	23E
GN.4	23A
GN.5	23A
GP.2	23C
GQ.1	23C
GP.3	23C
GS.1	23E
GR.1	23A
GS.4.1	23E
GS.3	23E
GS.4.1.1	23E
GS.4	23E
GS.5	23E
GS.6	23E
GS.7	23E
GS.7.1	23E
GU.1	23A
GN.1.2	23A
GS.8	23E
GT.1	recombinant
GV.1	23A
GP.1	23C
GW.1	22F
GW.2	22F
GW.3	22F
GW.5.3	22F
GY.4	23B
GW.5.1	22F
GW.5.1.1	22F
GW.5.2	22F
GW.5	22F
GY.1	23B
GW.5.3.1	22F
GY.1.1	23B
GW.4	22F
GY.2.1	23B
GY.3	23B
GY.6	23B
GY.7	23B
HC.1	23A
GY.9	23B
GZ.1	23E
GY.8	23B
HA.2	23A
HB.1	22F
HC.2	23A
HC.3	23A
HD.1	23A
HC.4	23A
GY.5	23B
HD.1.1	23A
HE.1	22F
HE.2	22F
HA.1	23A
HF.1.2	23B
HF.1.1	23B
HG.3	23E
HF.1	23B
HG.1	23E
HG.2	23E
HH.1	23E
HH.2	23E
HH.4	23E
HH.3	23E
HH.2.1	23E
HH.5	23E
HH.6	23E
HK.3	23H
HH.7	23E
HJ.1	23A
HH.8.1	23E
HK.1	23F
HK.2.1	23F
HK.1.2	23F
HK.3.2	23H
HK.3.1	23H
HK.2	23F
HK.3.9	23H
HK.3.2.1	23H
HH.1.1	23E
HK.3.2.2	23H
HK.3.5	23H
HK.3.4	23H
HK.3.7	23H
HK.3.6	23H
HH.8	23E
HK.3.8	23H
HK.3.3	23H
HK.3.10	23H
HK.3.12	23H
HK.3.11	23H
HK.3.13	23H
HK.8	23F
HK.3.14	23H
HK.4	23F
HK.5	23F
HK.6	23F
HK.7	23F
HK.8.1	23F
HK.13	23F
HK.11	23F
HK.12	23F
HK.11.1	23F
HK.13.1	23F
HK.19	23F
HK.9	23F
HK.13.2.1	23F
HK.14	23F
HK.17	23F
HK.18	23F
HK.15	23F
HK.16	23F
HK.21	23F
HK.20	23F
HK.23	23F
HK.13.2	23F
HK.20.1	23F
HK.27	23F
HK.22	23F
HK.24	23F
HK.26.1	23F
HK.26	23F
HK.25	23F
HK.28	23F
HK.27.1	23F
HK.30	23F
HK.27.1.1	23F
HK.29	23F
HK.33	23F
HK.34	23F
HK.31	23F
HK.32	23F
HN.2	23D
HK.24.1	23F
HK.23.1	23F
HL.1	22F
HK.34.1	23F
HN.1	23D
HN.2.1	23D
HR.1.1	23A
HN.4	23D
HN.3.1	23D
HN.4.1	23D
HP.1	23A
HP.1.1	23A
HN.6	23D
HN.4.2	23D
HN.8	23D
HN.7	23D
HQ.1	23A
HR.1	23A
HS.1	23A
HN.3	23D
HT.2	23A
HT.1	23A
HN.5	23D
HU.2	22F
HU.1	22F
HU.1.1	22F
HS.1.1	23A
HV.1	23F
HV.1.2	23F
HV.1.3	23F
HV.1.1	23F
HV.1.4	23F
HV.1.6	23F
HV.1.5	23F
HV.1.7	23F
HV.1.6.1	23F
HV.1.8	23F
HV.2	23F
HV.1.9	23F
HV.1.11	23F
HV.1.10	23F
HW.1	recombinant
HW.1.1	recombinant
HW.1.2	recombinant
HY.1	23A
HZ.1	23A
HZ.2	23A
JA.1	23E
HZ.3	23A
JB.2	23A
JB.1	23A
JC.1	22F
JC.2	22F
JC.5	22F
JC.4	22F
JC.3	22F
JD.1	23A
JD.1.1	23A
JC.5.1	22F
JC.6	22F
JD.1.1.1	23A
JB.2.1	23A
JD.1.1.2	23A
JD.1.1.3	23A
JD.1.1.6	23A
JD.1.1.4	23A
JD.1.1.8	23A
JD.1.1.7	23A
JD.1.1.5	23A
JD.1.2	23A
JD.1.2.2	23A
JD.1.2.1	23A
JD.2	23A
JD.2.1	23A
JE.1.1.1	23E
JE.1.1	23E
JE.1	23E
JF.1.1.2	23B
JF.1.1	23B
JF.3	23B
JF.1	23B
JF.2	23B
JF.4	23B
JG.3.3	23F
JG.2	23F
JG.3	23F
JG.3.2	23F
JG.3.1	23F
JG.1	23F
JH.1	22E
JG.4	23F
JH.2	22E
JG.3.4	23F
JK.1	23A
JJ.1	23F
JN.1	24A
JL.1	23C
JM.1	23B
JN.1.1.4	24A
JN.1.1	24A
JN.1.1.2	24A
JN.1.1.3	24A
JN.1.1.5	24A
JN.1.1.9	24A
JN.1.1.7	24A
JN.1.1.8	24A
JN.1.1.6	24A
JN.1.4.5	24A
JN.1.1.10	24A
JN.1.2	24A
JN.1.3	24A
JN.1.4.4	24A
JN.1.2.1	24A
JM.2	23B
JN.1.4	24A
JN.1.4.2	24A
JN.1.4.1	24A
JN.1.1.1	24A
JN.1.4.6	24A
JN.1.7.1	24A
JN.1.4.8	24A
JN.1.4.3	24A
JN.1.4.9	24A
JN.1.6	24A
JN.1.5	24A
JN.1.4.7	24A
JN.1.6.1	24A
JN.1.7.3	24A
JN.1.7.2	24A
JN.1.7.4	24A
JN.1.7.5	24A
JN.1.7.6	24A
JN.1.7.7	24A
JN.1.7.9	24A
JN.1.7.8	24A
JN.1.8	24A
JN.1.8.3	24A
JN.1.7	24A
JN.1.9.2	24A
JN.1.8.1	24A
JN.1.8.2	24A
JN.1.8.4	24A
JN.1.10	24A
JN.1.9.1	24A
JN.1.11	24A
JN.1.9	24A
JN.1.12	24A
JN.1.14	24A
JN.1.15	24A
JN.1.13.1	24A
JN.1.11.2	24A
JN.1.11.1	24B
JN.1.15.1	24A
JN.1.16.4	24A
JN.1.16.1	24A
JN.1.16	24A
JN.1.13	24A
JN.1.16.2	24A
JN.1.16.3	24A
JN.1.17	24A
JN.1.18.1	24A
JN.1.18	24A
JN.1.18.2	24A
JN.1.18.3	24A
JN.1.16.5	24A
JN.1.18.4	24A
JN.1.18.5	24A
JN.1.19	24A
JN.1.18.8	24A
JN.1.18.9	24A
JN.1.18.6	24A
JN.1.21	24A
JN.1.22	24A
JN.1.23	24A
JN.1.20	24A
JN.1.25	24A
JN.1.24	24A
JN.1.25.1	24A
JN.1.23.1	24A
JN.1.28	24A
JN.1.27	24A
JN.1.29	24A
JN.1.29.1	24A
JN.1.28.1	24A
JN.1.26	24A
JN.1.30	24A
JN.1.32.1	24A
JN.1.35	24A
JN.1.30.1	24A
JN.1.31	24A
JN.1.34	24A
JN.1.36	24A
JN.1.32	24A
JN.1.36.1	24A
JN.1.39	24A
JN.1.37	24A
JN.1.38.1	24A
JN.1.38	24A
JN.1.39.1	24A
JN.1.43.1	24A
JN.1.40	24A
JN.1.41	24A
JN.1.39.3	24A
JN.1.42	24A
JN.1.43	24A
JN.1.46	24A
JN.1.44	24A
JN.1.42.2	24A
JN.1.45	24A
JN.1.47	24A
JN.1.49.1	24A
JN.1.50	24A
JN.1.47.2	24A
JN.1.47.1	24A
JN.1.48.2	24A
JN.1.49	24A
JN.1.42.1	24A
JN.1.48.1	24A
JN.1.39.2	24A
JN.1.48.3	24A
JN.1.50.1	24A
JN.1.50.2	24A
JN.1.55.2	24A
JN.1.53	24A
JN.1.54	24A
JN.1.53.1	24A
JN.1.52	24A
JN.1.51.1	24A
JN.1.55	24A
JN.1.56	24A
JN.1.55.1	24A
JN.1.57	24A
JN.1.48	24A
JN.1.51	24A
JN.1.61	24A
JN.1.57.1	24A
JN.1.58.1	24A
JN.1.58	24A
JN.1.58.3	24A
JN.1.58.2	24A
JN.1.59	24A
JN.1.59.1	24A
JN.1.60	24A
JN.1.64	24A
JN.1.63	24A
JN.1.62	24A
JN.1.63.1	24A
JN.1.65	24A
JN.1.69	24A
JN.1.67.1	24A
JN.1.67	24A
JN.1.64.1	24A
JN.1.65.1	24A
JN.1.68.1	24A
JN.2.1	23I
JN.2	23I
JN.2.2	23I
JN.1.68	24A
JN.2.3	23I
JN.2.4	23I
JN.3.1	23I
JN.5.1	23I
JN.3.3	23I
JN.3.2.1	23I
JN.3.2	23I
JN.4	23I
JN.5	23I
JN.6	23I
JN.9	23I
JN.10	23I
JN.13	23I
JN.13.1	23I
JN.7	23I
JN.11	23I
JN.11.1	23I
JN.14	23I
JN.15	23I
JN.16	23I
JN.18	23I
JN.3	23I
JN.2.5	23I
JN.19	23I
JN.17	23I
JP.1.1	23C
JR.1.1.1	23F
JQ.1	23I
JR.1.1	23F
JQ.2.1	23I
JQ.2.1.1	23I
JY.1.1	23E
JS.1	23E
JS.2	23E
JU.1	23E
JV.1	23C
JW.1.1	22F
JY.1	23E
JV.2	23C
KE.1	22F
JZ.1	23A
KG.2	23C
KC.1.1	23D
KB.4	23F
KC.1	23D
KE.3	22F
KG.1	23C
KF.1	23D
KH.1	23E
KA.1	23A
KE.2	22F
KP.1.1	24B
KK.1	23A
KK.2	23A
KJ.1	23B
KB.1	23F
KB.2	23F
KL.1	23F
KL.1.1	23F
KP.1	24B
KP.1.1.1	24B
KP.1.1.2	24B
KP.1.1.3	24B
KP.1.1.4	24B
KP.1.1.5	24B
KP.2	24B
KP.1.2	24B
KP.1.1.6	24B
KP.2.1	24B
KP.2.2.1	24B
KP.2.2	24B
KP.2.2.2	24B
KP.2.3.1	24G
KP.2.3.2	24G
KP.2.3	24G
KP.2.3.3	24G
KP.2.3.6	24G
KP.2.3.5	24G
KP.2.3.4	24G
KP.2.3.7	24G
KP.2.3.11	24G
KP.2.3.8	24G
KP.2.3.9	24G
KP.2.3.14	24G
KP.2.3.10	24G
KP.2.3.13	24G
KP.2.3.15	24G
KP.2.5	24B
KP.2.4	24B
KP.2.6.1	24B
KP.2.6	24B
KP.2.6.3	24B
KP.2.6.2	24B
KP.2.7	24B
KP.2.8	24B
KP.2.9	24B
KP.2.11	24B
KP.2.3.12	24G
KP.2.15.1	24B
KP.2.14	24B
KP.2.10	24B
KP.2.15	24B
KP.2.14.1	24B
KP.2.14.2	24B
KP.2.18	24B
KP.2.19	24B
KP.2.20	24B
KP.2.24	24B
KP.2.20.1	24B
KP.2.28	24B
KP.2.25	24B
KP.2.23	24B
KP.2.22	24B
KP.2.25.1	24B
KP.2.26	24B
KP.2.25.2	24B
KP.2.27	24B
KP.2.25.3	24B
KP.2.16	24B
KP.3	24C
KP.3.1.1	24E
KP.3.1	24C
KP.3.1.8	24C
KP.3.1.3	24C
KP.3.1.4	24C
KP.2.28.1	24B
KP.3.1.5	24C
KP.3.1.2	24C
KP.3.1.6	24C
KP.3.1.11	24C
KP.3.1.7	24C
KP.3.1.10	24C
KP.3.1.9	24C
KP.3.1.12	24C
KP.3.2	24C
KP.3.2.1	24C
KP.3.2.2	24C
KP.3.2.8	24C
KP.3.2.6	24C
KP.3.2.5	24C
KP.3.2.7	24C
KP.3.2.3	24C
KP.3.2.4	24C
KP.3.3	24C
KP.3.3.2	24C
KP.3.2.9	24C
KP.3.3.4	24C
KP.3.3.3	24C
KP.3.4	24C
KP.3.3.7	24C
KP.3.5	24C
KP.3.4.1	24C
KP.3.3.5	24C
KP.3.3.9	24C
KP.3.3.1	24C
KP.3.3.8	24C
KP.3.6	24C
KP.3.7	24C
KP.4.1	24B
KP.4	24B
KP.4.1.1	24B
KP.4.1.2	24B
KP.4.1.3	24B
KP.4.2	24B
KP.4.2.2	24B
KP.4.2.1	24B
KP.4.2.4	24B
KP.4.2.5	24B
KQ.1	24A
KP.4.2.6	24B
KP.5	24B
KR.1	24A
KP.6	24B
KR.1.1	24A
KR.1.2	24A
KR.1.3	24A
KR.3	24A
KR.1.4	24A
KS.1	24A
KR.4.1	24A
KS.1.1	24A
KS.1.1.1	24A
KS.1.3	24A
KS.1.1.2	24A
KS.2	24A
KS.1.5	24A
KS.1.1.3	24A
KT.1	23E
KT.1.1	23E
KT.1.2	23E
KU.1	24A
KU.2.2	24A
KU.2.1	24A
KU.2	24A
KW.1.1	24A
KV.1	24A
KW.1	24A
KV.2	24A
L.3	20B
KY.1	24A
KW.1.1.1	24A
KZ.1.1	24A
KZ.1	24A
LA.2	24A
LB.1	24A
LA.1	24A
LB.1.1	24A
LB.1.2.2	24A
LB.1.2.1	24A
LB.1.2	24A
LB.1.3.1	24A
LB.1.3	24A
LB.1.2.3	24A
LB.1.3.2	24A
LB.1.3.3	24A
LB.1.3.4	24A
LB.1.4	24A
LB.1.3.5	24A
LB.1.5	24A
LB.1.4.1	24A
LB.1.4.3	24A
LB.1.6	24A
LB.1.7.2	24A
LB.1.7	24A
LB.1.7.1	24A
LB.1.7.3	24A
LB.1.8	24A
LF.1.1	24A
LB.1.9	24A
LB.1.10	24A
LD.1	24A
LE.1	24A
LD.2	24A
LD.1.1	24A
LE.1.2	24A
LF.1	24A
LE.1.3.1	24A
LE.1.1	24A
LF.1.1.1	24A
LF.6	24A
LF.4	24A
LF.3	24A
LF.5	24A
LF.4.1	24A
LF.3.1.2	24A
LF.3.1.1	24A
LC.1	24A
LF.7.1.1	24H
LF.2	24A
LF.7.1	24H
LF.7.1.2	24H
LF.7	24H
LF.7.2	24H
LF.7.3.2	24H
LF.7.1.3	24H
LF.7.1.5	24H
LF.7.1.4	24H
LF.7.2.1	24H
LF.7.3.1	24H
LF.7.3	24H
LF.7.3.5	24H
LF.7.3.3	24H
LF.7.4	24H
LF.7.6.1	24H
LF.7.6	24H
LF.9.1	24A
LF.8.1	24A
LF.8.1.1	24A
LF.7.7.2	24H
LF.7.9	24H
LF.7.7.1	24H
LF.9	24A
LF.10	24A
LH.1	24A
LG.1	24A
LF.7.5	24H
LH.2	24A
LF.7.7	24H
LJ.1	24A
LM.1	24A
LK.1	24A
LK.2.1	24A
LL.1	24A
LP.1.1	24B
LN.1	24A
LN.1.1	24A
LP.1	24B
LP.3	24B
LP.2	24B
LP.1.2.1	24B
LP.7	24B
LP.4	24B
LP.8	24B
LP.5	24B
LP.6	24B
LP.1.2	24B
LP.8.1.7	25A
LP.8.1.2	25A
LP.8.1.4	25A
LP.8.1.5	25A
LP.8.1.3	25A
LP.8.1.6	25A
LP.8.1	25A
LP.8.1.1	25A
LP.8.2	24B
LP.8.1.9	25A
LP.8.1.8	25A
LP.8.2.1	24B
LQ.3	24A
LQ.1	24A
LQ.1.1	24A
LP.11	24B
LP.10.1.1	24B
LQ.1.1.1	24A
LQ.1.2	24A
LP.9	24B
LR.1	24A
LR.3	24A
LY.1	24A
LU.1	24A
LU.2	24A
LS.1	24A
LU.2.1.1	24A
LV.1	23I
LW.1.2	24C
LW.1	24C
LW.1.1	24C
LZ.2.1	24A
LY.2	24A
LZ.1	24A
LZ.1.1	24A
LP.10.1	24B
LZ.2.2	24A
MA.1.1	24A
LZ.4	24A
LZ.3	24A
LZ.5	24A
LT.1	24A
MA.1	24A
MB.1.1	24A
MA.1.2	24A
MB.1.1.3	24A
MB.1.1.2	24A
MB.1.1.1	24A
MC.1	24E
MC.1.1	24E
MC.1.2	24E
MC.1.4	24E
MC.1.5	24E
MC.1.3	24E
MC.1.3.1	24E
MC.1.7	24E
MC.1.6	24E
MC.2.1	24E
MC.3	24E
MC.2	24E
MC.6	24E
MC.4	24E
MC.5	24E
MC.7	24E
MC.8	24E
MC.6.1	24E
MC.9	24E
MC.9.1	24E
MC.8.1	24E
MC.10.1	24E
MC.10	24E
MC.10.1.1	24E
MC.10.1.4	24E
MC.10.1.3	24E
MC.10.1.6	24E
MC.10.1.5	24E
MC.10.1.2	24E
MC.10.1.7	24E
MC.10.2	24E
MC.11.1	24E
MC.11	24E
MC.12	24E
MC.13.3.1	24E
MC.10.2.1	24E
MC.13.1	24E
MC.13.2	24E
MC.13.4	24E
MC.17	24E
MC.16	24E
MC.17.1	24E
MC.15	24E
MC.14	24E
MC.18	24E
MC.25	24E
MC.21	24E
MC.20	24E
MC.13.2.1	24E
MC.21.1	24E
MC.22	24E
MC.24.2	24E
MC.24	24E
MC.23	24E
MC.13	24E
MC.26	24E
MC.26.1	24E
MC.27	24E
MC.29	24E
MC.28	24E
MC.28.1	24E
MC.30	24E
MC.31	24E
MC.28.1.1	24E
MC.30.1.1	24E
MC.30.1	24E
MC.32	24E
MC.32.1	24E
MC.36	24E
MC.35	24E
MC.33	24E
MC.36.1	24E
MC.33.2	24E
MC.33.1	24E
MC.36.2	24E
MC.37	24E
MC.38	24E
MC.39	24E
MD.1	24A
MC.40	24E
MD.2	24A
MD.1.2	24A
MD.1.1	24A
MD.3.1	24A
MD.3.1.2	24A
MD.3.1.3	24A
MD.3.1.4	24A
MF.1	24A
MF.2	24A
MD.4.1	24A
ME.1	24A
MC.40.1	24E
MG.1	24B
MG.2	24B
MG.3	24B
MH.1	24A
MG.4	24B
MJ.2.1.1	24A
MJ.1	24A
MJ.1.1	24A
MK.1	24C
MK.2	24C
MK.3	24C
ML.2	24C
ML.1	24C
MN.1	24A
MM.1	24C
MQ.1	24A
MQ.2	24A
MR.1	24C
MM.2	24C
MS.1	24A
MT.1	24A
MT.1.1	24A
MR.2	24C
MU.1	24B
N.4	20B
N.3	20B
MU.2	24B
N.6	20B
N.5	20B
MU.5	24B
MU.2.1	24B
MU.6	24B
MU.4	24B
MV.2	24A
MU.2.1.1	24B
MV.1.1	24I
MV.1	24I
N.9	20B
MZ.2	24A
MZ.5	24A
MZ.3	24A
MY.1	24C
MW.1	24G
NA.1.1	24A
NA.1	24A
NB.1	24D
NB.1.5	24D
NB.1.3	24D
NB.1.1	24D
NB.1.2	24D
NB.1.4	24D
NB.1.6	24D
NB.1.8.1	24D
NC.1.2.1	24A
NC.1.2	24A
ND.1	24A
ND.1.1.2	24A
ND.1.1.3	24A
ND.1.1	24A
ND.2	24A
ND.1.1.1	24A
NC.1.2.2	24A
NC.1	24A
NC.1.1	24A
NL.5	24A
NE.1	24B
ND.3	24A
NF.1	24A
NF.1.2	24A
NF.1.1	24A
NG.1	24G
NH.1	24B
NL.4	24A
NL.3	24A
NK.1	24G
NL.2	24A
NL.1.1	24A
NL.4.1	24A
NL.5.1	24A
NL.5.2	24A
NL.6	24A
NL.8	24A
NL.7	24A
NN.2	24G
NL.9	24A
NM.1	24G
NM.2	24G
NN.1	24G
NJ.1	24A
NH.4	24B
NP.1	24C
NR.1	24C
NP.2	24C
NS.2	24A
NS.1.1	24A
NS.3	24A
NV.1	24C
NY.1	25A
NT.1	24H
NT.2	24H
NU.1	24A
NW.1	25A
P.1.6	20J
P.1.7	20J
